"","TimePeriod","position","water_year","Probability_Threshold","TimePercentage","Species","Life_Stage","Hydraulic","Node","bottom_type","WYT","Suitability_Class"
"931","critical","MC",2016,"High.Seasonal",99.0468409586057,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","High"
"932","critical","LOB",2010,"High.Seasonal",1.52505446623094,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","WET","Partial"
"933","critical","LOB",2011,"High.Seasonal",0.599128540305011,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","WET","Partial"
"934","critical","LOB",2012,"High.Seasonal",0.190631808278867,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"935","critical","LOB",2013,"High.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"936","critical","LOB",2014,"High.Seasonal",0.490196078431373,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"937","critical","LOB",2015,"High.Seasonal",0.272331154684096,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","MODERATE","Partial"
"938","critical","LOB",2016,"High.Seasonal",0.272331154684096,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"939","critical","ROB",2010,"High.Seasonal",1.52505446623094,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","WET","Partial"
"940","critical","ROB",2011,"High.Seasonal",0.599128540305011,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","WET","Partial"
"941","critical","ROB",2012,"High.Seasonal",0.190631808278867,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"942","critical","ROB",2013,"High.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"943","critical","ROB",2014,"High.Seasonal",0.490196078431373,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"944","critical","ROB",2015,"High.Seasonal",0.272331154684096,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","MODERATE","Partial"
"945","critical","ROB",2016,"High.Seasonal",0.272331154684096,"Santa Ana Sucker","Juvenile","Depth","F300","Soft","DRY","Partial"
"946","critical","MC",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","WET","Partial"
"947","critical","MC",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","WET","Partial"
"948","critical","MC",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"949","critical","MC",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"950","critical","MC",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"951","critical","MC",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","MODERATE","Partial"
"952","critical","MC",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"953","critical","MC",2010,"Medium.Seasonal",7.59803921568627,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","WET","Partial"
"954","critical","MC",2011,"Medium.Seasonal",2.47821350762527,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","WET","Partial"
"955","critical","MC",2012,"Medium.Seasonal",1.27995642701525,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"956","critical","MC",2013,"Medium.Seasonal",1.27995642701525,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"957","critical","MC",2014,"Medium.Seasonal",1.96078431372549,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"958","critical","MC",2015,"Medium.Seasonal",2.28758169934641,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","MODERATE","Partial"
"959","critical","MC",2016,"Medium.Seasonal",0.953159041394335,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"960","critical","MC",2010,"High.Seasonal",2.45098039215686,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","WET","Partial"
"961","critical","MC",2011,"High.Seasonal",1.49782135076253,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","WET","Partial"
"962","critical","MC",2012,"High.Seasonal",0.517429193899782,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"963","critical","MC",2013,"High.Seasonal",0.708061002178649,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"964","critical","MC",2014,"High.Seasonal",1.08932461873638,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"965","critical","MC",2015,"High.Seasonal",1.19825708061002,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","MODERATE","Partial"
"966","critical","MC",2016,"High.Seasonal",0.517429193899782,"Santa Ana Sucker","Juvenile","Depth","F319","Concrete","DRY","Partial"
"967","critical","MC",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","WET","Partial"
"968","critical","MC",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","WET","Partial"
"969","critical","MC",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"970","critical","MC",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"971","critical","MC",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"972","critical","MC",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","MODERATE","Partial"
"973","critical","MC",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"974","critical","MC",2010,"Medium.Seasonal",8.93246187363835,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","WET","Partial"
"975","critical","MC",2011,"Medium.Seasonal",2.45098039215686,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","WET","Partial"
"976","critical","MC",2012,"Medium.Seasonal",1.1437908496732,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"977","critical","MC",2013,"Medium.Seasonal",1.08932461873638,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"978","critical","MC",2014,"Medium.Seasonal",1.87908496732026,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"979","critical","MC",2015,"Medium.Seasonal",2.12418300653595,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","MODERATE","Partial"
"980","critical","MC",2016,"Medium.Seasonal",0.953159041394335,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"981","critical","MC",2010,"High.Seasonal",2.17864923747277,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","WET","Partial"
"982","critical","MC",2011,"High.Seasonal",1.49782135076253,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","WET","Partial"
"983","critical","MC",2012,"High.Seasonal",0.65359477124183,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"984","critical","MC",2013,"High.Seasonal",0.599128540305011,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"985","critical","MC",2014,"High.Seasonal",0.953159041394335,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"986","critical","MC",2015,"High.Seasonal",1.03485838779956,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","MODERATE","Partial"
"987","critical","MC",2016,"High.Seasonal",0.462962962962963,"Santa Ana Sucker","Juvenile","Depth","F34D","Concrete","DRY","Partial"
"988","critical","MC",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","WET","Partial"
"989","critical","MC",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","WET","Partial"
"990","critical","MC",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"991","critical","MC",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"992","critical","MC",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"993","critical","MC",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","MODERATE","Partial"
"994","critical","MC",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"995","critical","MC",2010,"Medium.Seasonal",1.08932461873638,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","WET","Partial"
"996","critical","MC",2011,"Medium.Seasonal",1.44335511982571,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","WET","Partial"
"997","critical","MC",2012,"Medium.Seasonal",0.217864923747277,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"998","critical","MC",2013,"Medium.Seasonal",0.272331154684096,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"999","critical","MC",2014,"Medium.Seasonal",0.544662309368192,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"1000","critical","MC",2015,"Medium.Seasonal",0.626361655773421,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","MODERATE","Partial"
"1001","critical","MC",2016,"Medium.Seasonal",0.0544662309368192,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"1002","critical","MC",2010,"High.Seasonal",0.490196078431373,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","WET","Partial"
"1003","critical","MC",2011,"High.Seasonal",0.762527233115468,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","WET","Partial"
"1004","critical","MC",2012,"High.Seasonal",0.0816993464052288,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"1005","critical","MC",2013,"High.Seasonal",0.136165577342048,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"1006","critical","MC",2014,"High.Seasonal",0.272331154684096,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"1007","critical","MC",2015,"High.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","MODERATE","Partial"
"1008","critical","MC",2016,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BHigh","Soft","DRY","Partial"
"1009","critical","MC",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1010","critical","MC",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1011","critical","MC",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1012","critical","MC",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1013","critical","MC",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1014","critical","MC",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1015","critical","MC",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1016","critical","LOB",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1017","critical","LOB",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1018","critical","LOB",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1019","critical","LOB",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1020","critical","LOB",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1021","critical","LOB",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1022","critical","LOB",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1023","critical","ROB",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1024","critical","ROB",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1025","critical","ROB",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1026","critical","ROB",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1027","critical","ROB",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1028","critical","ROB",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1029","critical","ROB",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1030","critical","MC",2010,"Medium.Seasonal",1.44335511982571,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1031","critical","MC",2011,"Medium.Seasonal",1.74291938997821,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1032","critical","MC",2012,"Medium.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1033","critical","MC",2013,"Medium.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1034","critical","MC",2014,"Medium.Seasonal",0.816993464052288,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1035","critical","MC",2015,"Medium.Seasonal",0.626361655773421,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1036","critical","MC",2016,"Medium.Seasonal",0.108932461873638,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1037","critical","LOB",2010,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1038","critical","LOB",2011,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1039","critical","LOB",2012,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1040","critical","LOB",2013,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1041","critical","LOB",2014,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1042","critical","LOB",2015,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1043","critical","LOB",2016,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1044","critical","ROB",2010,"Medium.Seasonal",1.44335511982571,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1045","critical","ROB",2011,"Medium.Seasonal",1.74291938997821,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1046","critical","ROB",2012,"Medium.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1047","critical","ROB",2013,"Medium.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1048","critical","ROB",2014,"Medium.Seasonal",0.816993464052288,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1049","critical","ROB",2015,"Medium.Seasonal",0.626361655773421,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1050","critical","ROB",2016,"Medium.Seasonal",0.108932461873638,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1051","critical","MC",2010,"High.Seasonal",0.544662309368192,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1052","critical","MC",2011,"High.Seasonal",0.898692810457516,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1053","critical","MC",2012,"High.Seasonal",0.108932461873638,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1054","critical","MC",2013,"High.Seasonal",0.163398692810458,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1055","critical","MC",2014,"High.Seasonal",0.326797385620915,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1056","critical","MC",2015,"High.Seasonal",0.299564270152505,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1057","critical","MC",2016,"High.Seasonal",0.0272331154684096,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1058","critical","LOB",2010,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1059","critical","LOB",2011,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1060","critical","LOB",2012,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1061","critical","LOB",2013,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1062","critical","LOB",2014,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1063","critical","LOB",2015,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1064","critical","LOB",2016,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1065","critical","ROB",2010,"High.Seasonal",0.435729847494553,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1066","critical","ROB",2011,"High.Seasonal",0.816993464052288,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","WET","Partial"
"1067","critical","ROB",2012,"High.Seasonal",0.0816993464052288,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1068","critical","ROB",2013,"High.Seasonal",0.163398692810458,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1069","critical","ROB",2014,"High.Seasonal",0.299564270152505,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1070","critical","ROB",2015,"High.Seasonal",0.299564270152505,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","MODERATE","Partial"
"1071","critical","ROB",2016,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F37BLow","Soft","DRY","Partial"
"1072","critical","MC",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","WET","Partial"
"1073","critical","MC",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","WET","Partial"
"1074","critical","MC",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1075","critical","MC",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1076","critical","MC",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1077","critical","MC",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","MODERATE","Partial"
"1078","critical","MC",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1079","critical","MC",2010,"Medium.Seasonal",0.163398692810458,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","WET","Partial"
"1080","critical","MC",2011,"Medium.Seasonal",0.217864923747277,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","WET","Partial"
"1081","critical","MC",2012,"Medium.Seasonal",0.108932461873638,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1082","critical","MC",2013,"Medium.Seasonal",0.0544662309368192,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1083","critical","MC",2014,"Medium.Seasonal",0.0544662309368192,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1084","critical","MC",2015,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","MODERATE","Partial"
"1085","critical","MC",2016,"Medium.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1086","critical","MC",2010,"High.Seasonal",0.108932461873638,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","WET","Partial"
"1087","critical","MC",2011,"High.Seasonal",0.0816993464052288,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","WET","Partial"
"1088","critical","MC",2012,"High.Seasonal",0.0816993464052288,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1089","critical","MC",2013,"High.Seasonal",0.0272331154684096,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1090","critical","MC",2014,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1091","critical","MC",2015,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","MODERATE","Partial"
"1092","critical","MC",2016,"High.Seasonal",0,"Santa Ana Sucker","Juvenile","Depth","F45B","Concrete","DRY","Partial"
"1093","critical","MC",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1094","critical","MC",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1095","critical","MC",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1096","critical","MC",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1097","critical","MC",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1098","critical","MC",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","MODERATE","Partial"
"1099","critical","MC",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1100","critical","LOB",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1101","critical","LOB",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1102","critical","LOB",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1103","critical","LOB",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1104","critical","LOB",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1105","critical","LOB",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","MODERATE","Partial"
"1106","critical","LOB",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1107","critical","ROB",2010,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1108","critical","ROB",2011,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1109","critical","ROB",2012,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1110","critical","ROB",2013,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1111","critical","ROB",2014,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1112","critical","ROB",2015,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","MODERATE","Partial"
"1113","critical","ROB",2016,"Low.Seasonal",100,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1114","critical","MC",2010,"Medium.Seasonal",12.6906318082789,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1115","critical","MC",2011,"Medium.Seasonal",1.77015250544662,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1116","critical","MC",2012,"Medium.Seasonal",0.816993464052288,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1117","critical","MC",2013,"Medium.Seasonal",0.735294117647059,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1118","critical","MC",2014,"Medium.Seasonal",1.17102396514161,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1119","critical","MC",2015,"Medium.Seasonal",1.63398692810458,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","MODERATE","Partial"
"1120","critical","MC",2016,"Medium.Seasonal",0.980392156862745,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1121","critical","LOB",2010,"Medium.Seasonal",12.962962962963,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1122","critical","LOB",2011,"Medium.Seasonal",1.82461873638344,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1123","critical","LOB",2012,"Medium.Seasonal",0.871459694989107,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1124","critical","LOB",2013,"Medium.Seasonal",0.789760348583878,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1125","critical","LOB",2014,"Medium.Seasonal",1.27995642701525,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1126","critical","LOB",2015,"Medium.Seasonal",1.68845315904139,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","MODERATE","Partial"
"1127","critical","LOB",2016,"Medium.Seasonal",1.00762527233115,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1128","critical","ROB",2010,"Medium.Seasonal",0.68082788671024,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1129","critical","ROB",2011,"Medium.Seasonal",0.571895424836601,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","WET","Partial"
"1130","critical","ROB",2012,"Medium.Seasonal",0.299564270152505,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1131","critical","ROB",2013,"Medium.Seasonal",0.108932461873638,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1132","critical","ROB",2014,"Medium.Seasonal",0.381263616557734,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","DRY","Partial"
"1133","critical","ROB",2015,"Medium.Seasonal",0.245098039215686,"Santa Ana Sucker","Juvenile","Depth","F57C","Soft","MODERATE","Partial"
