Date,Condition,Site,Time,Replicate #,Fish #,SL (mm),TL (mm),Weight (g),Sex,Life Stage,Spawning (Y/N),Temp (°C),Depth (m),Current (m/sec)
15-Sep-99,OK,SGRB,1240,3,63,115,135,35.5,NB,1+ adult,N,21.32,,
15-Sep-99,OK,SGRB,1245,3,64,125,147,46,NB,2+ adult,N,21.33,,
15-Sep-99,OK,SGRB,1245,3,65,120,140,30.5,NB,1+ adult,N,21.33,,
15-Sep-99,OK,SGRB,1245,3,66,82,99,14.5,NB,1+ adult,N,21.33,,
15-Sep-99,OK,SGRB,1251,3,67,116,135,30,NB,1+ adult,N,21.34,,
15-Sep-99,OK,SGRB,1253,3,68,130,152,41,NB,2+ adult,N,21.37,,
15-Sep-99,OK,SGRB,1253,3,69,140,163,53,NB,2+ adult,N,21.37,,
15-Sep-99,OK,SGRB,1253,3,70,125,144,41,NB,2+ adult,N,21.37,,
15-Sep-99,OK,SGRB,1253,3,71,123,146,38,NB,2+ adult,N,21.37,,
15-Sep-99,OK,SGRB,1300,3,72,130,151,41,NB,2+ adult,N,21.36,,
15-Sep-99,OK,SGRB,1300,3,73,110,128,29,NB,1+ adult,N,21.36,,
15-Sep-99,OK,SGRB,1302,3,74,143,162,53.5,NB,2+ adult,N,21.37,,
15-Sep-99,OK,SGRB,1302,3,75,80,95,11,NB,0+ adult,N,21.37,,
15-Sep-99,OK,SGRB,1302,3,76,95,113,17.5,NB,1+ adult,N,21.37,,
15-Sep-99,OK,SGRB,1355,4,77,126,148,38,NB,2+ adult,N,22.15,,
15-Sep-99,OK,SGRB,1355,4,78,129,151,41.5,NB,2+ adult,N,22.15,,
15-Sep-99,PH,SGRB,1355,4,79,113,135,30.5,NB,1+ adult,N,22.15,,
15-Sep-99,OK,SGRB,1402,4,80,143,168,55.5,NB,2+ adult,N,22.23,,
15-Sep-99,OK,SGRB,1407,4,81,80,96,10.5,NB,0+ adult,N,22.24,,
15-Sep-99,OK,SGRB,1410,4,82,100,119,20.5,NB,1+ adult,N,22.11,,
15-Sep-99,OK,SGRB,1410,4,83,108,122,21.5,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,84,107,124,24.5,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,85,115,135,31.5,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,86,118,136,36,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,87,126,145,34,NB,2+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,88,85,103,12,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,89,86,104,14,NB,1+ adult,N,22.18,,
15-Sep-99,PH,SGRB,1410,4,90,85,103,12.5,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,91,90,109,13.5,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,92,77,91,9.5,NB,0+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1410,4,93,74,89,7.5,NB,0+ adult,N,22.18,,
15-Sep-99,OK,SGRB,1415,4,94,78,95,11,NB,0+ adult,N,21.77,,
15-Sep-99,OK,SGRB,1455,5,100,80,97,12,NB,0+ adult,N,22.51,,
15-Sep-99,OK,SGRB,1455,5,95,132,149,41,NB,2+ adult,N,22.51,,
15-Sep-99,OK,SGRB,1455,5,96,122,145,36,NB,2+ adult,N,22.51,,
15-Sep-99,OK,SGRB,1455,5,97,133,154,42.5,NB,2+ adult,N,22.51,,
15-Sep-99,OK,SGRB,1455,5,98,108,124,22,NB,1+ adult,N,22.51,,
15-Sep-99,OK,SGRB,1455,5,99,90,104,14.5,NB,1+ adult,N,22.51,,
15-Sep-99,OK,SGRB,1458,5,101,75,86,18,NB,0+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,102,98,105,20,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,103,84,100,13,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,104,94,112,18.5,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,105,93,110,16,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,106,89,106,16,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,107,87,104,16.5,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,108,94,112,18.5,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,109,84,99,12,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,110,71,85,8,NB,0+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,111,84,94,9.5,NB,1+ adult,N,22.17,,
15-Sep-99,PH,SGRB,1458,5,112,85,103,16.5,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,113,83,100,14,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1458,5,114,88,105,14.5,NB,1+ adult,N,22.17,,
15-Sep-99,OK,SGRB,1502,5,115,84,100,16,NB,1+ adult,N,22.49,,
15-Sep-99,OK,SGRB,1502,5,116,93,110,15.5,NB,1+ adult,N,22.49,,
15-Sep-99,OK,SGRB,1502,5,117,70,86,8.5,NB,0+ adult,N,22.49,,
15-Sep-99,OK,SGRB,1503,5,118,97,118,20,NB,1+ adult,N,22.51,,
15-Sep-99,OK,SGRB,1505,5,119,95,111,17.5,NB,1+ adult,N,21.97,,
15-Sep-99,OK,SGRB,1505,5,120,63,77,6,NB,0+ adult,N,21.97,,
15-Sep-99,OK,SGRB,1508,5,121,89,105,15.5,NB,1+ adult,N,22.55,,
15-Sep-99,OK,SGRB,1601,6,122,126,149,41,NB,2+ adult,N,22.14,,
15-Sep-99,OK,SGRB,1601,6,123,82,99,12,NB,1+ adult,N,22.14,,
15-Sep-99,OK,SGRB,1603,6,124,139,156,50.5,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,125,136,155,43.5,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,126,152,173,57.5,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,127,155,180,68.5,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,128,145,170,53,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,129,141,160,51.5,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,130,125,145,32,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,131,124,141,32,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,132,121,149,37.5,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,133,124,141,36,NB,2+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,134,117,131,21,NB,1+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,135,84,101,13,NB,1+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,136,95,109,18.5,NB,1+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1603,6,137,79,95,12,NB,0+ adult,N,22.13,,
15-Sep-99,OK,SGRB,1615,6,138,160,182,64,NB,2+ adult,N,22.12,,
15-Sep-99,OK,SGRB,1615,6,139,144,166,51.5,NB,2+ adult,N,22.12,,
15-Sep-99,OK,SGRB,1615,6,140,92,110,16.5,NB,1+ adult,N,22.12,,
15-Sep-99,OK,SGRB,1615,6,141,76,94,10,NB,0+ adult,N,22.12,,
15-Sep-99,OK,SGRB,1618,6,142,84,100,12,NB,1+ adult,N,22.10,,
15-Sep-99,OK,SGRB,1619,6,143,98,117,18,NB,1+ adult,N,22.18,,
15-Sep-99,OK,SGRB,913,1,1,77,95,10,NB,0+ adult,N,16.53,,
15-Sep-99,OK,SGRB,915,1,2,75,90,9,NB,0+ adult,N,16.57,,
15-Sep-99,OK,SGRB,917,1,3,70,87,8.5,NB,0+ adult,N,16.48,,
15-Sep-99,OK,SGRB,920,1,10,86,101,13,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,11,80,97,11.5,NB,0+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,12,93,110,17,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,13,82,99,11.5,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,14,88,104,12,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,15,70,84,7.5,NB,0+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,16,73,88,6.5,NB,0+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,17,78,93,10.5,NB,0+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,18,80,98,11.5,NB,0+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,4,83,100,12.5,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,5,89,107,14,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,6,15,90,8,NB,Larvae,N,16.51,,
15-Sep-99,OK,SGRB,920,1,7,88,105,14,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,8,90,109,17,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,920,1,9,85,102,13,NB,1+ adult,N,16.51,,
15-Sep-99,OK,SGRB,926,1,19,110,128,25,NB,1+ adult,N,16.52,,
15-Sep-99,FE,SGRB,926,1,20,110,130,25.5,NB,1+ adult,N,16.52,,
15-Sep-99,OK,SGRB,926,1,21,84,101,13.5,NB,1+ adult,N,16.52,,
15-Sep-99,OK,SGRB,926,1,22,78,93,9.5,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,926,1,23,73,88,9,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,926,1,24,79,95,10.5,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,926,1,25,40,50,2.5,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,929,1,26,88,105,15.5,NB,1+ adult,N,16.56,,
15-Sep-99,OK,SGRB,929,1,27,78,92,10.5,NB,0+ adult,N,16.56,,
15-Sep-99,OK,SGRB,929,1,28,88,104,15.5,NB,1+ adult,N,16.56,,
15-Sep-99,PH,SGRB,929,1,29,88,105,14.5,NB,1+ adult,N,16.56,,
15-Sep-99,OK,SGRB,929,1,30,79,95,9,NB,0+ adult,N,16.56,,
15-Sep-99,OK,SGRB,929,1,31,74,89,9.5,NB,0+ adult,N,16.56,,
15-Sep-99,OK,SGRB,929,1,32,44,53,1.8,NB,0+ adult,N,,,
17-Dec-98,OK,SGRB,,4,27,145,172,58,NB,2+ adult,N,12.49,,
17-Dec-98,OK,SGRB,,4,28,120,144,40.9,NB,1+ adult,N,12.49,,
17-Dec-98,,SGRB,,4,29,,,,NB,,N,12.50,,
17-Dec-98,OK,SGRB,1005,1,1,34,42,0.9,NB,0+ adult,N,11.31,,
17-Dec-98,OK,SGRB,1005,1,2,26,32,0.35,NB,Juvenile,N,11.31,,
17-Dec-98,PH,SGRB,1009,1,3,40,48,2.25,NB,0+ adult,N,11.31,,
17-Dec-98,OK,SGRB,1014,1,4,103,123,24.75,NB,1+ adult,N,11.35,,
17-Dec-98,OK,SGRB,1016,1,5,110,131,28.25,NB,1+ adult,N,11.33,,
17-Dec-98,AB,SGRB,1016,1,6,132,157,49.25,NB,2+ adult,N,11.32,,
17-Dec-98,OK,SGRB,1122,2,7,47,57,2.05,NB,0+ adult,N,12.54,,
17-Dec-98,OK,SGRB,1122,2,8,41,51,1.6,NB,0+ adult,N,12.54,,
17-Dec-98,OK,SGRB,1125,2,10,96,117,20.5,NB,1+ adult,N,12.09,,
17-Dec-98,OK,SGRB,1125,2,9,135,154,48,NB,2+ adult,N,12.09,,
17-Dec-98,OK,SGRB,1128,2,11,123,147,41.5,NB,2+ adult,N,12.15,,
17-Dec-98,PH,SGRB,1128,2,12,131,153,39.5,NB,2+ adult,N,12.15,,
17-Dec-98,OK,SGRB,1129,2,13,168,198,80,NB,2+ adult,N,12.18,,
17-Dec-98,OK,SGRB,1129,2,14,145,168,58,NB,2+ adult,N,12.18,,
17-Dec-98,OK,SGRB,1254,3,15,43,53,1.8,NB,0+ adult,N,13.16,,
17-Dec-98,OK,SGRB,1304,3,16,123,142,35.5,NB,2+ adult,N,13.05,,
17-Dec-98,PH,SGRB,1305,3,17,108,129,27.5,NB,1+ adult,N,13.14,,
17-Dec-98,OK,SGRB,1328,3,18,137,154,51.5,NB,2+ adult,N,13.02,,
17-Dec-98,AB,SGRB,1330,3,19,143,159,53,NB,2+ adult,N,13.02,,
17-Dec-98,OK,SGRB,1332,3,20,121,136,43,NB,2+ adult,N,12.99,,
17-Dec-98,PH,SGRB,1420,4,21,39,49,1.3,NB,0+ adult,N,12.62,,
17-Dec-98,OK,SGRB,1430,4,22,32,38,0.8,NB,0+ adult,N,12.63,,
17-Dec-98,OK,SGRB,1430,4,23,135,157,48,NB,2+ adult,N,12.63,,
17-Dec-98,OK,SGRB,1431,4,24,27,33,0.5,NB,Juvenile,N,12.64,,
17-Dec-98,OK,SGRB,1448,4,25,135,160,51,NB,2+ adult,N,12.58,,
17-Dec-98,OK,SGRB,1458,4,26,25,31,1.4,NB,Juvenile,N,12.57,,
18-Jun-99,OK,SGRB,1001,1,3,137,155,52.5,NB,2+ adult,N,18.90,,
18-Jun-99,OK,SGRB,1004,1,4,42,49,1.4,NB,0+ adult,N,18.77,,
18-Jun-99,OK,SGRB,1007,1,5,68,75,5.4,NB,0+ adult,N,18.78,,
18-Jun-99,OK,SGRB,1011,1,6,139,159,48.5,NB,2+ adult,N,18.80,,
18-Jun-99,OK,SGRB,1011,1,7,152,175,64,NB,2+ adult,N,18.80,,
18-Jun-99,OK,SGRB,1011,1,8,151,172,59,NB,2+ adult,N,18.80,,
18-Jun-99,OK,SGRB,1011,1,9,150,170,52.5,NB,2+ adult,N,18.80,,
18-Jun-99,OK,SGRB,1025,1,10,139,160,50.5,NB,2+ adult,N,18.80,,
18-Jun-99,OK,SGRB,1106,2,11,150,171,54,NB,2+ adult,N,20.05,,
18-Jun-99,PH,SGRB,1113,2,12,65,75,,NB,0+ adult,N,20.62,,
18-Jun-99,OK,SGRB,1127,2,13,144,162,57,NB,2+ adult,N,20.14,,
18-Jun-99,OK,SGRB,1127,2,14,132,146,42,NB,2+ adult,N,20.14,,
18-Jun-99,OK,SGRB,1127,2,15,131,148,47,NB,2+ adult,N,20.14,,
18-Jun-99,AB,SGRB,1127,2,16,139,154,42.5,NB,2+ adult,N,20.14,,
18-Jun-99,OK,SGRB,1127,2,17,151,168,63,NB,2+ adult,N,20.14,,
18-Jun-99,OK,SGRB,1127,2,18,138,153,42,NB,2+ adult,N,20.14,,
18-Jun-99,OK,SGRB,1127,2,19,124,139,42,NB,2+ adult,N,20.14,,
18-Jun-99,OK,SGRB,1343,3,20,134,154,52,NB,2+ adult,N,22.94,,
18-Jun-99,OK,SGRB,1348,3,21,128,143,40,NB,2+ adult,N,22.84,,
18-Jun-99,PH,SGRB,1348,3,22,125,143,36,NB,2+ adult,N,22.84,,
18-Jun-99,PH,SGRB,1358,3,23,145,168,59,BT,2+ adult,Y,23.13,,
18-Jun-99,OK,SGRB,1406,3,24,140,157,48,NB,2+ adult,N,23.21,,
18-Jun-99,PH,SGRB,1406,3,25,145,163,51,NB,2+ adult,N,23.21,,
18-Jun-99,,SGRB,1439,3,26,,,,NB,,N,23.33,,
18-Jun-99,OK,SGRB,1601,4,27,147,168,60,NB,2+ adult,N,22.75,,
18-Jun-99,OK,SGRB,1610,4,28,134,151,40,NB,2+ adult,N,22.66,,
18-Jun-99,OK,SGRB,1614,4,29,58,70,5,NB,0+ adult,N,22.61,,
18-Jun-99,OK,SGRB,1619,4,30,68,81,8,NB,0+ adult,N,22.57,,
18-Jun-99,OK,SGRB,1619,4,31,72,88,8.5,NB,0+ adult,N,22.57,,
18-Jun-99,OK,SGRB,1624,4,32,155,170,71,NB,2+ adult,N,22.53,,
18-Jun-99,OK,SGRB,1630,4,33,70,81,6.5,NB,0+ adult,N,22.54,,
18-Jun-99,PH,SGRB,1630,4,34,43,50,4,NB,0+ adult,N,22.54,,
18-Jun-99,PW,SGRB,1630,4,35,148,155,45,BT,2+ adult,Y,22.54,,
18-Jun-99,OK,SGRB,946,1,1,138,159,43,NB,2+ adult,N,18.66,,
18-Jun-99,OK,SGRB,956,1,2,70,80,6.5,NB,0+ adult,N,18.68,,
