Location,Section,Reach,Date,Method,Pass,Observer,Common Name,Count,Total Length (mm),Fork Length (mm),Weight (g),Start Time,End Time,Total Shocker Seconds,Comments
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,1,NV,70,NV,1422,1437,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,2,Larry Brown,Arroyo Chub,2,NV,70,NV,1422,1437,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,10,NV,40,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Larry Brown,Arroyo Chub,18,NV,40,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,5,NV,50,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,20,NV,50,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Larry Brown,Arroyo Chub,37,NV,50,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,2,NV,60,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,7,NV,60,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,12,NV,60,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Larry Brown,Arroyo Chub,21,NV,60,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Larry Brown,Arroyo Chub,1,NV,70,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,1,NV,70,NV,1400,1417,NV,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Snorkel,1,Larry Brown,Arroyo Chub,30,NV,50,NV,1342,1354,NV,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Snorkel,1,Larry Brown,Arroyo Chub,10,NV,60,NV,1342,1354,NV,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,35,1,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,44,1,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,35,1.1,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,38,1.2,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,53,1.2,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,43,1.3,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,44,1.3,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,46,1.3,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,46,1.6,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,47,1.6,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,48,1.7,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,49,1.7,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,50,1.8,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,50,1.9,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,51,1.9,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,57,2,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,51,2.1,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,52,2.2,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,50,2.3,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,52,2.4,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,53,2.4,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,55,2.6,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,54,2.8,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,56,2.9,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,64,2.9,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,60,3.1,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,66,3.4,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Santa Ana Sucker,1,NV,64,3.5,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,59,3.6,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,54,3.7,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,62,4,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,85,7.2,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Yellow Bullhead Catfish,1,NV,95,9,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,28,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,34,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,35,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,35,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,36,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,37,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,38,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,38,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,39,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,39,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,40,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,40,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,40,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,40,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,40,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,42,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,42,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,42,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,44,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,44,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,48,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,49,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,51,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,52,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,52,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,54,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,55,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,56,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,57,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,58,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,58,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,60,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,60,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Arroyo Chub,1,NV,64,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,1,NV,Western Mosquitofish,1,34,NV,NV,1418,1433,732,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,28,0.3,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,28,0.3,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,30,0.4,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,35,0.7,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,35,0.7,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,38,0.7,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,37,0.8,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,40,0.8,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,40,0.8,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,38,0.9,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,38,1,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,42,1.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,42,1.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,44,1.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,45,1.4,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,43,1.5,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,46,1.5,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,46,1.6,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,47,1.6,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,48,1.6,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,48,1.8,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,50,2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,54,2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,50,2.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,52,2.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,50,2.3,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,45,2.6,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,54,2.6,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,53,2.7,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Arroyo Chub,1,NV,54,3,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Yellow Bullhead Catfish,1,NV,97,12.6,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Yellow Bullhead Catfish,1,NV,115,21.2,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Western Mosquitofish,1,30,NV,NV,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,2,NV,Western Mosquitofish,1,40,NV,NV,1425,1439,688,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,28,0.5,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,38,0.5,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,38,0.6,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,35,0.7,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,36,0.7,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,38,0.9,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,38,1,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,43,1,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,43,1.2,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,46,1.3,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,45,1.4,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,45,1.4,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,45,1.5,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,48,1.7,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,50,2,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,48,2.2,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,57,2.2,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,29,2.5,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Arroyo Chub,1,NV,55,2.8,1452,1502,545,
Middle Channel to Riverside Drive,4M,5,9/14/2017,Efish,3,NV,Santa Ana Sucker,1,NV,68,4.6,1452,1502,545,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,11,NV,50,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Arroyo Chub,22,NV,50,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,45,NV,50,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,90,NV,50,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Arroyo Chub,23,NV,60,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,27,NV,60,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,55,NV,60,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,105,NV,60,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Arroyo Chub,2,NV,70,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,10,NV,70,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,17,NV,70,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,1,NV,80,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,2,NV,80,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,1,NV,90,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,1,NV,100,NV,1527,1546,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,9,NV,50,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,25,NV,50,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Arroyo Chub,30,NV,50,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,62,NV,50,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,70,NV,50,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,4,NV,60,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,12,NV,60,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,15,NV,60,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Arroyo Chub,29,NV,60,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,38,NV,60,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,72,NV,60,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Arroyo Chub,5,NV,70,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,7,NV,70,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,2,NV,80,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,5,NV,80,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,1,NV,90,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,7/27/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,1,NV,100,NV,1501,1525,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Jason May,Arroyo Chub,2,NV,40,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Arroyo Chub,30,NV,50,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Jason May,Arroyo Chub,70,NV,50,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Jason May,Santa Ana Sucker,12,NV,60,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Jason May,Arroyo Chub,40,NV,60,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Arroyo Chub,60,NV,60,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,100,NV,60,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Arroyo Chub,25,NV,70,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,95,NV,70,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Arroyo Chub,10,NV,80,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,70,NV,80,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,50,NV,90,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,20,NV,100,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,1,NV,120,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,5,NV,120,NV,1258,1301,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Arroyo Chub,10,NV,40,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Jason May,Santa Ana Sucker,15,NV,50,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Arroyo Chub,30,NV,50,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Jason May,Arroyo Chub,35,NV,50,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,60,NV,50,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Jason May,Santa Ana Sucker,27,NV,60,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Arroyo Chub,30,NV,60,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Jason May,Arroyo Chub,45,NV,60,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,70,NV,60,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Arroyo Chub,20,NV,70,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,50,NV,70,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,40,NV,80,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,10,NV,90,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,5,NV,100,NV,1245,1255,NV,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Efish,1,NV,Arroyo Chub,1,NV,42,0.8,1320,1357,1044,
Middle Channel to Riverside Drive,4M,6,9/15/2017,Efish,1,NV,Arroyo Chub,1,NV,42,1.1,1320,1357,1044,
