Location,Section,Reach,Date,Method,Pass,Observer,Common Name,Count,Total Length (mm),Fork Length (mm),Weight (g),Start Time,End Time,Total Shocker Seconds,Comments
Below HWY 60,6,2,9/21/2017,Snorkel,1,Larry Brown,Arroyo Chub,23,NV,40,NV,957,1012,NV,
Below HWY 60,6,2,9/21/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,8,NV,50,NV,957,1012,NV,
Below HWY 60,6,2,9/21/2017,Snorkel,1,Larry Brown,Arroyo Chub,15,NV,50,NV,957,1012,NV,
Below HWY 60,6,2,9/21/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,2,NV,60,NV,957,1012,NV,
Below HWY 60,6,2,9/21/2017,Snorkel,1,Larry Brown,Arroyo Chub,5,NV,60,NV,957,1012,NV,
Below HWY 60,6,2,9/21/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,3,NV,70,NV,957,1012,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,2,Larry Brown,Arroyo Chub,29,NV,40,NV,1043,1051,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,1,NV,50,NV,1043,1051,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,2,Larry Brown,Arroyo Chub,24,NV,50,NV,1043,1051,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,2,NV,60,NV,1043,1051,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,2,Larry Brown,Arroyo Chub,4,NV,60,NV,1043,1051,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,2,Larry Brown,Santa Ana Sucker,1,NV,70,NV,1043,1051,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,2,Larry Brown,Arroyo Chub,4,NV,70,NV,1043,1051,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Arroyo Chub,15,NV,40,NV,1031,1041,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,1,NV,50,NV,1031,1041,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Arroyo Chub,20,NV,50,NV,1031,1041,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,1,NV,60,NV,1031,1041,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Arroyo Chub,5,NV,60,NV,1031,1041,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,1,NV,70,NV,1031,1041,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Arroyo Chub,5,NV,70,NV,1031,1041,NV,
Below HWY 60,6,3,9/21/2017,Snorkel,1,Larry Brown,Santa Ana Sucker,1,NV,80,NV,1031,1041,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,46,1.44,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,42,1.58,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,44,1.6,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,51,1.66,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,46,1.8,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,50,2.09,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,46,2.11,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,48,2.19,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,50,2.3,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,55,2.39,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,55,2.46,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,50,2.53,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,50,2.64,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,54,2.7,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,53,2.71,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,56,2.78,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,51,2.8,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,55,2.8,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,48,2.96,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,56,3.09,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,56,3.12,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,60,3.12,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,54,3.44,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,60,3.44,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,61,3.5,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,58,3.62,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,57,3.64,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,62,3.64,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,66,3.69,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,56,3.72,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,55,3.73,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,60,3.82,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,56,3.83,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,63,3.83,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,60,3.89,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,64,3.94,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,61,4.01,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,54,4.03,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,64,4.09,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,64,4.14,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,61,4.17,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,65,4.18,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,64,4.27,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,63,4.31,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,64,4.47,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,63,4.49,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,66,4.51,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,64,4.68,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,64,4.71,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,68,4.78,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,68,4.99,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,71,5.03,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,44,5.05,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,67,5.08,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,68,5.29,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,75,5.39,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,72,5.56,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,70,5.6,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,68,5.95,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,68,6.34,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,73,7.28,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,5,NV,10,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,36,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,36,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,3,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,5,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,5,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,6,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,7,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,7,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,7,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,10,NV,40,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,41,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,43,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,43,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,43,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,45,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,46,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,46,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,46,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,47,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,47,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,47,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,47,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,47,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,47,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,47,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,48,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,48,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,48,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,48,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,48,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,2,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,2,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,3,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,3,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,3,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,3,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,5,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,5,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,6,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,6,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,7,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,10,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,10,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,11,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,11,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,11,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,13,NV,50,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,51,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,51,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,51,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,51,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,51,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,52,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,52,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,53,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,53,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,53,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,53,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,53,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,53,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,54,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,54,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,54,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,54,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,54,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,54,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,55,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,55,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,55,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,55,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,56,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,56,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,56,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,56,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,57,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,57,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,58,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,58,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,58,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,58,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,59,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,3,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,3,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,4,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,5,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Arroyo Chub,5,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,1,Jason May,Santa Ana Sucker,5,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Santa Ana Sucker,5,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,6,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,7/27/2017,Snorkel,2,Jason May,Arroyo Chub,7,NV,60,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Arroyo Chub,1,NV,61,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,61,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,61,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,62,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,62,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,63,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,64,NV,NV,NV,NV,
Middle Channel to Riverside Drive,4M,1,9/18/2017,Efish,1,NV,Santa Ana Sucker,1,NV,64,NV,NV,NV,NV,
