Section,Segment,Reach,Sampled after storm,Date,Latitude,Longitude,Observer,Recorder,Start Time,End Time ,Species,Number,Total Length (mm),"Distance fish
abv bottom
(cm)","Velocity at
fish (m/s)","Total
Depth (cm)",Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Activity,GCU,"Dominant
substrate","Distance
from cover
(m)","Cover
type",Comments
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,5,70,8,0.36,47,0.54,,,feeding,run,SA,0.2,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,5,60,8,0.37,48,0.43,,,feeding,run,SA,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,5,70,8,0.37,48,0.43,,,feeding,run,SA,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,5,70,7,0.25,48,0.47,,,feeding,run,CO,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,5,80,7,0.25,48,0.47,,,feeding,run,CO,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,4,70,0,0.3,42,0.63,,,feeding,run,GV,0.5,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,4,60,4,0.3,42,0.46,,,feeding,run,SA,0.5,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,4,70,4,0.35,38,0.48,,,feeding,run,SA,0.5,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,4,80,4,0.35,38,0.48,,,feeding,run,SA,0.5,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,2,70,0,0.31,47,0.54,,,feeding,run,SA,0.2,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,2,80,0,0.25,48,0.43,,,feeding,run,SA,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,3,90,0,0.12,48,0.43,,,feeding,run,SA,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,70,7,0.4,47,0.47,,,feeding,run,CO,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,80,0,0.4,47,0.67,,,feeding,run,SA,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,90,0,0.43,44,0.67,,,feeding,run,SA,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,80,0,0.43,44,0.63,,,feeding,run,GV,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,80,4,0.39,45,0.79,,,feeding,run,SA,0.5,ALG,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,2,80,0,0.55,48,0.8,,,feeding,run,GV,2,ALG,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,3,90,0,0.55,48,0.8,,,feeding,run,GV,2,ALG,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,90,0,0.33,50,0.92,,,feeding,run,GV,2,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,100,0,0.33,50,0.92,,,feeding,run,GV,2,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,80,0,0.4,34,0.75,,,feeding,run,GV,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Santa Ana Sucker,5,90,0,0.4,34,0.75,,,feeding,run,GV,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,2,70,4,0.66,32,0.79,,,feeding,run,SA,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,1,60,4,0.36,39,0.65,,,feeding,run,CO,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,4,70,2,0.25,35,0.48,,,feeding,run,GV,2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,3,60,4,0.35,36,0.5,,,feeding,run,GV,5,BO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,4,70,4,0.35,36,0.5,,,feeding,run,GV,5,BO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,1,70,4,0.18,44,0.37,,,feeding,run,GV,2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,10,70,6,0.36,46,0.61,,,feeding,run,GV,0.5,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,5,80,8,0.31,48,0.62,,,feeding,run,GV,0.2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,3,70,4,0.56,46,0.72,,,feeding,run,GV,0.8,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,6,80,4,0.47,44,0.65,,,feeding,run,SA,NA,NC,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Arroyo Chub,1,60,4,0.47,42,0.88,,,feeding,run,GV,1,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,110,0,0.33,30,0.4,,,feeding,riffle,CO,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,100,0,0.33,30,0.4,,,feeding,riffle,CO,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,90,0,0.36,39,0.65,,,feeding,run,CO,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,100,0,0.36,39,0.65,,,feeding,run,CO,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,1,70,0,0.25,35,0.48,,,feeding,run,GV,2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,100,0,0.12,44,0.37,,,feeding,run,GV,2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,110,0,0.12,44,0.37,,,feeding,run,GV,2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,10,90,0,0.27,46,0.61,,,feeding,run,GV,0.5,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,10,100,0,0.27,46,0.61,,,feeding,run,GV,0.5,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,10,80,0,0.08,48,0.62,,,feeding,run,GV,0.2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,10,90,0,0.08,48,0.62,,,feeding,run,GV,0.2,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,60,0,0.31,46,0.72,,,feeding,run,GV,0.8,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,70,0,0.31,46,0.72,,,feeding,run,GV,0.8,OV,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,80,0,0.51,50,1.03,,,feeding,run,GV,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,90,0,0.51,50,1.03,,,feeding,run,GV,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,10,80,0,0.59,50,0.91,,,feeding,run,GV,0.5,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,100,0,0.03,50,1.15,,,feeding,run,CO,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,110,0,0.03,50,0.15,,,feeding,run,CO,0,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,90,0,0.32,42,0.88,,,feeding,run,GV,1,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,100,0,0.32,42,0.88,,,feeding,run,GV,1,CO,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,932,1010,Santa Ana Sucker,5,110,0,0.32,42,0.88,,,feeding,run,GV,1,CO,
US of Reach #9 ,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,1015,1023,Arroyo Chub,6,70,5,0.4,24,0.48,,,feeding,run,SA,0,OV,
US of Reach #9 ,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,1015,1023,Arroyo Chub,10,70,5,0.34,28,0.42,,,feeding,run,SA,0,OV,
US of Reach #9 ,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,1015,1023,Arroyo Chub,10,80,5,0.34,28,0.42,,,feeding,run,SA,0,OV,
US of Reach #9 ,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,1015,1023,Arroyo Chub,10,70,5,0.03,25,0.06,,,feeding,run,SA,0.5,BO,
US of Reach #9 ,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,1015,1023,Arroyo Chub,10,80,5,0.03,25,0.06,,,feeding,run,SA,0.5,BO,
US of Reach #9 ,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,1015,1023,Arroyo Chub,10,60,8,0.44,30,0.5,,,feeding,run,SA,0,OV,
US of Reach #9 ,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,1015,1023,Arroyo Chub,10,70,8,0.44,30,0.5,,,feeding,run,SA,0,OV,
